source_id,source_url,source_author,source_date,cite_date,notes_raw_fi,notes_raw_sv,notes_en,stone_name_fi,stone_name_sv,stone_name_en,event_date,location_info,stone_weight_kg,stone_dims_cm
kainuunsanomat06091934,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1843995?page=3,,1934-09-06,2025-12-06,"Vanhemman kansan pitäisi muistaa, ettei maailma aina pysy samanlaisena ja että nykyajan urheilu on vaan vanhan polven aikaisten ”voimakoetusten” jalostettu muoto. Pidettiinhän ennenkin voimaa ja voimaihmistä suuressa arvossa: Onhan Talas-Eerat ia muut kainuulaiset kuulut voim »miehet vielä tuoreessa muistissai Väkikiven nosto, svlipaini ja muut entisajan ”koetukset” ovat muuttaneet muotoa ja. tulleet monipuolisemmiksi. Ja totta onkim että nykyajan urheilu on juuri näistä entisajan voimankoetuksista saanut alkunsakin. Ja entäs entisajan koskenlasku ja sauvominen, mätäs nekään muuta olivat kuin itsetiedotonta urheilua;,",,"The older generation ought to remember that the world does not always remain the same, and that modern sport is merely a refined form of the strength trials of earlier times. Strength and strong men were held in high esteem even in the past: Talas-Eera and other famous strongmen of Kainuu are still fresh in living memory. The lifting of the väkikivi, sylipaini (bosom wrestling), and the other “tests” of former times have changed their form and become more diversified. And it is indeed true that modern sport has grown precisely out of these old strength trials.",,,,,,,
kaleva04111911,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1234687?term=w%C3%A4kikiweksi&page=5,,1911-11-04,2025-12-06,Pennalan kankaalla on kiwi kuin pieni heinäsuowa; on sanottu Tennawaarin wäkikiweksi,,On Pennalan kangas there is a stone like a small haystack; it is said to be called Tennawaari’s väkikivi.,Tennavaarin väkikivi,,,,,,
keskisuomalainen11061938 ,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2024495?term=v%C3%A4kikivi&page=5,,1938-06-11,2025-12-06,"Hietaman seudun voimamiehiä.
;Hei hallaa, Saarijärvelt ollaan, ja minä se olen Saarijärveltä Parantajan Matti.■> Tässä pari säettä Saarijärveltä, johon Hietama vajaat 30 vuotta sitten kuului. Ketäs kuuluisuuksia täällä oli», kysyin 83- vuctiaalta Lepolan papalta. Voima ja tappelumiehiäkö tarkoitat? Tuolla on isävainajan väkikivi. Hän heitti sen aidan yli, eikä sitä monikaan maasta ylös saanut. Veli-Jussi nosti 15 vanhaa kappaa ruista kolmasti yhdellä kädellä selkäänsä maahan laskematta. Uljas Manninen kantoi 40 isoa ruislyhdettä elohangolla yhdellä kertaa riiheen ja isäsi kantoi 100 kiloa ruista Karppaalasta Kiimasen rantaan lepäämättä välillä kertaakaan, toisessa kädessä 10 kilon sokeritoppa Matkaa oli noin 2 km. Olihan niitä sitten vielä Eerolan ja Parantajan veljekset. Kuikan Aleksi heitti pienessä soutuveneessä selkäänsä 120 lit-
raa rukiita.",,"Strongmen of the Hietama region.

“Hey hail, from Saarijärvi we come, and I am Parantaja Matti from Saarijärvi.”
Here are a couple of lines from Saarijärvi, to which Hietama belonged some thirty years ago.

“Who were the famous figures here?” I asked the 83-year-old old man of Lepola.
“Do you mean strongmen and fighters? Over there is my late father’s väkikivi. He threw it over the fence, and not many could even lift it from the ground. Veli-Jussi lifted fifteen old kappa measures of rye onto his back three times with one hand without setting it down. Uljas Manninen carried forty large rye sheaves on a threshing pole into the barn in a single load, and your father carried 100 kilos of rye from Karppaala to the shore of Kiimanen without resting even once, with a 10-kilo sugar loaf in his other hand. The distance was about two kilometers. Then there were also the Eerola and Parantaja brothers. Kuikka’s Aleksi threw 120 liters of rye onto his back in a small rowing boat.”",,,,,"Hietama, Saarijärvi, Keski-Suomi",,
pohjoissavo06061936,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2073203?term=v%C3%A4kikivien&page=3,,1936-06-06,2025-12-09,"Suurena ja hyvänä lupauksena piti hra Färling sitä, että painonnosto pyritään yleistyttämään. Jos terveelle maaseudulle ominaiset ja perinteelliset väkikivien ja kärrynakselien nostoharrastukset, kuten hän sanoi, vinkaan siitä tietoinen, että piirimme ohjaillaan jalostettuihin muotoihin, on urheiluelämään on kulkeutunut uusia, maallamme paljon ja painavaa sanoiennen ""kokemattomia” virtauksia, tavana kansainvälisillä kilpakentillä.",,"Mr. Färling regarded it as a great and positive promise that weightlifting is being promoted more widely. If the traditional pursuits characteristic of a healthy countryside—such as lifting väkikivet and cart axles, as he put it—are consciously guided in our district into more refined forms, then new currents have entered sporting life, currents that are still largely “untried” in our country but that carry considerable weight and significance as established practices on the international competitive fields.",,,,,,,
wiipurinsanomat22011890,https://digi.kansalliskirjasto.fi/sanomalehti/binding/480555?term=w%C3%A4kikiwe%C3%A4&page=2,,1890-01-22,2025-12-09,"Usein kuulee wanhain miesten moittiwan „nykyisten nuorten"" ta poja. Sattui tuo moite kerran menemään tähän suuntaan: „ei sitä meidän nuorina ollessa sentään niin wiinaa himoittu kuin nykyiset nuoret joisiwat, jos sitä heillä waan niin olisi saatawina, kuin oli ennen meillä. Eikä niitä osannut waatia kaikkia huwituksiakaan, mitä nykyiset nuoret. Milloin oli joutohetkiä ja nuoria sattui koolle, niin miehet nostiwat „wäkikiweä"", wetiwät „karttua"", „sormikoukkua"", „kissanhäntää"" j. n. e.",,"One often hears old men reproach the ways of “today’s youth.” On one occasion that reproach took this form: “When we were young, we certainly were not as eager for drink as today’s youth would be, if only it were as readily available to them as it was to us back then. Nor did we know how to demand all the amusements that young people do today. When there were idle moments and young men happened to gather together, the men would lift väkikivi, pull the karttu, the sormikoukku, the kissanhäntä, and so on.”",,,,,,,
kokkola27051913,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1255292?term=w%C3%A4kikiwi%C3%A4&page=2,,1913-05-27,2025-12-09,"Mutta ajattelepas — sinäkin tunnustat olewasi suomalainen ja eiwätkö ne olleet juuri suomalaisia esi-isiämme, jotka jalkasin taiwalsiwat peninkulmien pituisia taipaleita. Jokunen wuosisata taaksepäin asteli perholainen kymmenen peninkulmaa Kokkolan kirkolle mennäkseen, eikä surrut hän lähtiessään waiwojansa. Silloin kun wäsytti, poikettiin polun wiereen istumaan. Lähteestä otettiin wirkistäwä ryyppy ja siellä täällä matkan warrella oli wäkikiwiä, jotka saiwat urheiluwälineen wirkaa toimittaa.",,"But just think—you, too, admit to being a Finn, and were they not precisely our Finnish forefathers who trudged on foot journeys many peninkulma long? A few centuries ago, a man from Perho would walk ten peninkulma to the church of Kokkola, and he did not lament his hardships when setting out. When fatigue set in, one stepped aside from the path to sit down. From a spring one took a refreshing draught, and here and there along the way there were väkikivet, which served as makeshift sporting implements.",,,,,,,
savo09101924,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1462788?term=w%C3%A4kikiwen&page=5,,1924-01-09,2025-12-09,"Mikkelin vietosta Kaavilla: Hurjaa Vauhtia ajoimat ratsumiehet määrätyn mattan ja se, jota ensin maa liiN pääsi, sai toettaa uudestaan nsien lilpailisain tanc>sa. Joka aitti tilpailijat moitti, se oli sen 'uoden kuuluisin juotsija pitäiä-ösä. stifta tapana näiittää miestenkin joimaa wäkikiwen nostossa ja soul. ""ornoiinatoittelnatin siten, että poli »oispäässä vitäjää asumat käwiwät iouttotaisteluun eteläpäässä pitäjää asumien kanssa.",,"On the celebration of Mikkeli at Kaavi:
Horsemen raced at wild speed over a set distance, and the one who reached the boundary first was allowed to compete again against the other contestants. Whoever defeated all the competitors was regarded as the most famous runner of the parish that year. It was also customary on such occasions to display the men’s strength in lifting the väkikivi and in rowing. The rowing competitions were arranged so that the inhabitants of the northern end of the parish engaged in contests against those living in the southern end.

(Place: Kaavi.)",,,,,"Varislahden kylä, Kaavi",,
kakisalmensanomat24091909,https://digi.kansalliskirjasto.fi/sanomalehti/binding/655069?term=w%C3%A4kikiwe%C3%A4&page=2,,1909-09-24,2025-12-09,"Ennen järjestelmällisen urheilun aikoja on maalaisnnorisomme jo urheillut tawallaan. Kylien kujilla on sunnuntai-illoin lyöty kiekkoa, nostettu wäkikiweä, wedetty wäkikapulaa ja sormikoukkua j. n. e. Tällaisesta nuorison ajanwietosta on lyhyt askel nykyaikaiseen woimisteluun ja urheiluun. Ja siksi juuri woimistelu ja urheilu on saattanut lyhyenä aikana käydä niin yleiseksi maassamme.",,"Before the era of organized sport, our rural youth already engaged in athletics in their own way. On village lanes on Sunday evenings, people would throw the discus, lift the väkikivi, pull the väkikapula and the finger hook (sormikoukku), and so forth. From such forms of youthful pastime there is only a short step to modern gymnastics and sport. And for precisely this reason, gymnastics and sport have been able, within a short time, to become so widespread in our country.",,,,,,,
kaiku15121912,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1224132?term=w%C3%A4kikiwen&page=4,Kauppis-Heikki,1912-12-15,2025-12-09,"Peltoniemen isäntä Paawo, joka nuoruuswuotensa oli ollut wäkikiwen nostoharrastuksissa, eikä niiltä ollut joutanut itselleen eukkoa ottamaan, todistelee meille mainiolla laskutaidollaan miten kalliiksi emäntä talossa tulisi. Naapurit häntä hieman narrinaan pitäwät ja asioillaan juoksuttawat ja me seuraamme häntä hywätuulisina.",,"The master of Peltoniemi, Paavo—who in his youth had been devoted to lifting väkikivi and therefore had not had time to take a wife—demonstrates to us, with his excellent skill at calculation, how expensive a mistress of the house would be. The neighbors tease him a little and send him running their errands, and we follow him in good spirits.",,,,,,,
itasuomensanomat16081902,https://digi.kansalliskirjasto.fi/sanomalehti/binding/631892?term=w%C3%A4kikiwe%C3%A4&page=2,,1902-08-16,2025-12-09,"Kalle: Ha ha haa, — kuka sinua kehtaa lahjaksi lyödä; mutta jos tahdot wapaaksi päästä, on sinun kolme kertaa nostettawa tuota wäkikiweä, siitä
saadaan nähdä: onko sinusta korwen perkojaksi. Lupaatko sen? Aatami: Sen lupaan mielelläni, — nostan jos jaksan —",,,,,,,,,
keskisuomalainen10051928,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1553608?term=w%C3%A4kikiwe%C3%A4&page=4,,1928-05-10,2025-12-09,"Sunnuntain wiettoa entisaikaan.
Wanhan miehen muistoja Ähtäristä:  Ei ollut nuorisolla silloin sitä suurta rahanmenoa , jonka pyhäiltaisct iltamat tänä aikana wiewät. Mutta urheiltiin sitä siihenkin aikaan. Nuoret miehet nostiwat wäkikiweä, heittiwät wisalielkoa, hyppäsiwät tynnyrihnppyä, painimat j.irc. Kasmukeskiset taas heittiwät pilppua, iviskmiwat lanttia, heittiwät !knningasia ja sotamiestä j.n,e.",,,,,,,,,
tampereensanomat31011890,https://digi.kansalliskirjasto.fi/sanomalehti/binding/468468?term=w%C3%A4kikiwe%C3%A4&page=2,,1890-01-31,2025-12-09,"Wiipurin sanomista painatamme tähän
„Pysy hywässä seurassa, niin tulet samankaltaiseksi"",
Usein kuulee wanhain miesten moittiwan „nykyisten nuorten"" tapoja Sattui tuo moite kerran menemään tähän suuntaan: „ei sitä meidän nuorina ollessa sentään niin wiinaa himoittu, kuin nykyiset nuoret joisiwat, jos sitä heillä waan niin olisi saatawina, kuin oli ennen meillä. Eikä niitä osannut waatia kaikkia huwituksiakaan, mitä nykyiset nuoret. Milloin oli joutohetkiä ja nuoria sattui koolle, niin miehet nostiwat „wäkikiweä"", wetiwät „karttua"", „sormikoukkua“; „kissanhäntää j. n,e.",,,,,,,,,
vakkasuomi18091909,https://digi.kansalliskirjasto.fi/sanomalehti/binding/786464?term=w%C3%A4kikiwe%C3%A4&page=2,,1909-09-18,2025-12-09,"Päinwaskoin harrastus urheiluun on synnynnäisesti weressämme. Ennen järjestelmällisen urheilun aikoja on maalaisnuorisomme jo urheillut tawallaan. Kylien kujilla on sunnuntai-illoin lyöty kiekkoa, nostettu wäkikiweä, wedetty wäkikapulaa ja sormikoukkua j. n. e. Tällaisesta nuorison ajanwietosta on lyhyt askel nykyoikaiseen woimisteluun ja urheiluun. Ja siksi juuri woimistelu ja urheilu on saattanut lyhyenä aikana käydä niin yleiseksi maassamme.",,,,,,,,,
uusisuomi18011937,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1802537?term=v%C3%A4kikive%C3%A4&page=5,Aaro A. Nuutinen,1937-01-18,2025-12-09,"Hyrynsalmelta: Esimerkiksi kautta maan tunnettu pitkäpartainen ”Parkanon parooni, Gustaf Wrede hän, oli aikoinaan täällä aluemetsänhoitajana. Hänet nimitettiin metsäherraksi tänne muistaakseni vuotena 1883. Parkanoon hän muutti täältä viidettäkymmentä vuotta takaperin. Hän tuli tunnetuksi täällä rehtiytensä ja vaatimattomuutensa vuoksi. Patooni käytti usein oudon näköistä sarkaista pukua ja hänen käytöksensä oli jonkun verran tavallisuudesta poikkeavaa päähänpistoineen ja leikillisine kujeineen. Hän painiskeli, veti sormikoukkua ja nosteli väkikiveä talonmiesten ja tukkijätkien kanssa. Hän oli
aina hyvätuulinen ja ystävällinen.",,,,,,,Hyrynsalmi,,
satakunta01111882,https://digi.kansalliskirjasto.fi/sanomalehti/binding/64279?term=w%C3%A4kikiwe%C3%A4&page=2,,1882-11-01,2025-12-09,"Onnen vaiheet: Woimia alettiin koetella. Painia heitettiin, kissanhäntää ja wäkikarttua wedettiin sekä nostettiin wäkikiweä. Rossin Risto woitti toiset, paitsi Hiskiä ja Jukkaa, jotka eiwät koetuksiin osaa ottaneet. Jukkaa ei Risto ollut koskaan woittanut. Sanottiin hänen tahallansa jättäwän aina ystäwälleen woiton. Jukan ei tehnyt mieli muiden kera koitella woimiansa. ""Koska minä woitan Riston ja hän woittaa teidät, niin tiedättehän sen koettamattakin, kuka wäkewin on"", hän sanoi.",,,,,,,,,
iltalehti05101929,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1539134?term=v%C3%A4kikivi%C3%A4&page=4,,1929-10-05,2025-12-09,"Urheiluapostolina Lapissa: Monessa muussa paikassa on urheiluharrastus kerrassaan ilahduttavaa, mutta koko hyvin asuttu Ounasjokivarsi, suurin osa Tornionjokilaaksoa ja monet seudut Kemijoen varressa elävät vielä pimeydessä tässä suhteessa. Vanhat miehet kyllä kertovat, että ennen heidän nuorena ollessaan miehet pyhäpäivisin nostelivat »väkikiviä», ja löivät palloa, pistettiinpä välistä painiksikin. Suosituin painimuoto tuntui olleen kauluspaini, jossa tartutaan kiinni vastustajan housunkauluksesta ja heilautetaan töppöset taivasta kohti. Tervankeittoseuduilla on ennen ollut tynnyrintekijöillä tapana kiivetä siitä, kuka on jaksanut hypätä useampaan tynnyriin. Tynnyrit asetettiin riviin ja hyppääjä asettui niistä ensimmäiseen sekä hyppäsi sitten tynnyristä tynnyriin. Riua 12:sta tynnyristä.
Talvipuhteina vedettiin sormikoukkua, kissanhäntää ja niskanauhaa, joskus lyötiin painiksikin. Mutta nykyisin valitettiin yleisesti nuorten mieluummin istuvan korttien ääressä tai seurustelevan väkijuomien kanssa kuin antautuvan viattomiin ki-
sailuihin.",,,,,,,,,
kuluttajainlehti27031929,https://digi.kansalliskirjasto.fi/aikakausi/binding/3187689?term=v%C3%A4kikive%C3%A4&page=14,,1929-03-27,2025-12-09,"Se on varmaankin perintö csissiltämme, jotka eivät koskaan muulloin olleet niin mielityössään kuin silloin, kun he saivat väkikiveä vääntää, sylipamid heittää tai käsikarttua kiskoa katselijoin innostu-
neina seuratessa tiimellystä.",,,,,,,,,
savo09101888,https://digi.kansalliskirjasto.fi/sanomalehti/binding/449778?term=w%C3%A4kikiwe%C3%A4&page=3,,1888-01-09,2025-12-09,"Matkoillani satuin erääsen taloon, jota sanottiin wanhaksi ja siinä olikin todistuskappaleita siihen kylliksi. Heti kartanoon tultua pisti silmääni jotain ijäkkäisyyden tapaista. Kartano oli suuri. Huonerakennuksia kaikkiaan joku kymmenkunta. Mutta mikä oli merkillistä: ei yhtään huonetta ollut katettuna muilla katto-aineilla kuin tuohilla. Taisi kuitenkin kartanosta ulompana seisowa hiilihuone olla päreillä katettu, mutta muita ei näkynyt.. Minä riensin wasun ääreen, jossa oli wanhan aikaisia paperia koottu säilöön. Kuitit oli jykewästä paperista, monilehtisiä, waan ei umpisuomalainen saanut muuta selwää kuin wuosiluwun, joka oli wanhimmaksi säilyneessä 1788, ja maksajan nimen, kumminkin Pehr, jolla tarkoitettiin Pekkaa. Sitte katseltiin kaikkia tawaralootia ja paljon siellä oli, jotka muistuttiwat menneistä ajoista, eikä kaikkia kalistimia woinut ymmärtääkään, mitä niillä on tehtynä. Kuleksiessamme aittojen luota toiselle, kehoitti talon mies minun nostamaan erästä tien wierellä olewaa kiweä. Minä näin, kun se oli pienten kiwien päälle laitettu, että on sitä muutkin koettaneet, enkä malttanut olla yrittämättä. „Ei tämä minulta nouse, kohonneeko muiltakaan"" sanoin, kun ei kiwi ruwennut änähtämään. „Nousee se muutamilta. Mutta tämän talon wanhain miesten kerrotaan se käsiwaralla nakanneen sywän kuopan pohjalta ja olisi kuulon mukaan pitänyt sanoa, että „siinä on tulewalle miespolwelle wäkikiweä."" „Niin, ehkä owat kahden miehen wiskanneet."" „Ei kuin yksinään."" „No jospa lienewät kiwisiä peltoja myllistäessään woimistuneet niin wäkewiksi"" myönsin minä.",,,,,,,,,
tapio05091888,https://digi.kansalliskirjasto.fi/sanomalehti/binding/61611?term=w%C3%A4kikiwen&page=3,,1888-09-05,2025-12-09,"Kansan huwit Nurmeksessa
pidettiin kauppalan kentällä elokuun 25 p:nä. Huwit oli toimeen pannut Nurmeksen maalais-yhdistys ja erosiwat ne tawallisista kansan huweista siinä, että näissä palkittiin myös hywät kyntäjät, ojan kaiwajat ja käsitöitten tekijät.W asta jonkun ajan perästä alkoiwat pienemmät palkintokilpailut soudussa, juoksussa, hyppäämisessä, wäkikiwen ja painojen nostossa sekä kuulan heitossa. Juoksuun ja hyppäämiseen owat talonpojat kerrassaan tottumattomia eikä heiltä näissä olekkaan mitään erinomaisempaa odotettawissa, mutta mitä kolmeen wiimmeksi mainittuun kilpailuun tulee, osoittiwat Nurmekselaiset, että heissä wielä on tallella esi-isiensä terwettä woimaa ja etteiwät he tarwitse häwetä ruwetessaan woiman koetuksiin kenen kanssa ja missä tilaisuudessa hywänsä.",,,,,,1888-08-25,"Nurmes, kauppalan kenttä",,
kaiku28041928,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1541473?term=V%C3%A4kikiven&page=4,,1928-04-08,2025-12-09,"Tässä Limingan asioita käsittelemään tarkoitetussa lehdessä ei liene aivan sopimatonta muistella erästä entisajan isäntää, joka eli viime vuosisadan alkupuolella ja keskivaiheilla ja kuoli noin 50 vuotta sitten. Se mies oli maanviljelijä Erkki Sunila Limingasta, josta aikanaan paljon puhuttiin ja nykyaikanakin usein mainitaan ja muistellaan. Erkki Sumia omisti aikanaan Sunilan, Ursalan ja Jussilan maatilat ja ehkä vielä muitakin maita, joten talo oli suuri, käsittäen noin -i manttaalia, joka oli todella suuri määrä yhden miehen hallussa täällä Pohjosessa.
..Sunilan ukko"", jolla nimellä häntä melkein yleensä mainittiin ja nytkin vielä mainitaan, oli etevä maanviljelijä, reipas työnteettäjä ja kaikin puolin sopiva ja esimerkiksi kelpaava isontalon isäntä. Työn teon tapa oli ensiluokkaista ja tapahtui se suurimmaksi osaksi kilpailun merkeissä.V. äkikiven nosto, väkikartun veto, näppipölkyn nosto y.rn. sekä pallon lyönti huvitti häntä kovasti. Sunnuntai iltasin omat miehet ja kylän miehet saivat palloa ilyödä Sunilan suurella pihamaalla pari kolme tuntia, jolloin ukko seurasi koko ajan sitä ja oli iloinen. Kun määräaika
tuli, sanoi hän. että tuota, tuota, nyt heitetään pois. Ja silloin se myös loppui, vaikka leikki olisi mihin jamaan jäänyt.",,,,,,,Liminka,,
turunsanomat06071906,https://digi.kansalliskirjasto.fi/sanomalehti/binding/712971?term=v%C3%A4kikivi%C3%A4&page=2,,1906-07-06,2025-12-13,"Kylän nuoria miehiä kokoontui tapansa mukaan sunnuntain iltapuolella kisailemaan Kaipion talon tanhualle. Lyötiin kiekkoa, nosteltiin sylin täyteisiä väkikiviä, kiisteltiin voimista. Ja kun tähän kyllästyttiin, haettiin kartanolta kärrynpyörät miesjoukkoon.
Ainoastaan jotkut harvat jaksoivat heittää raskaasti raudoitetut työkärryn pyörät päänsä yli.
— Kehnoja miehiä! ylvästelivät nämä voiman miehet ja vetäytyivät eri sakkiin, ikäänkuin häveten kuulua heikkojen joukkoon.
— Kyllä Mattikin pyörät päänsä yli heittää, väitti muudan poikanulikka heikkojen joukosta. Pyörät kohoavat hitaasti — hitaasti. Polvet ja käsivarret vapisevat, tummat ohimosuonet tuskanpunaisilla kasvoilla pullistuvat ja yhä useampi hikihelmi vierähtää otsalle. Vaistomaisesti taipuu oman puolueen miesten ruumiit taaksepäin Matin mukaan. Mutta vastapuolueen miehet kumartuvat raskaasti eteenpäin, ikäänkuin siten lisätäkseen kiviä kuorman päälle. Jo on akseli silmien tasalla, paljaitten käsivarsien jänteet pingoittuvat, silmät sulkeutuvat . . . jännittävä odotus, henkeä pidätellen . . . ratkaiseva ponnistunut . . . jymähdys . . .
Korkeimmillaan ollessa putosi akseli pyöräin koko painolla Matin rinnan päälle ja kaasi hänet allensa tanhualle. Ei kukaan miehistä liikkunut paikaltaan. Mutta Marjaana juoksi kaatuneen luo, kohotti hänen verta vuotavan päänsä syliinsä ja huusi hänen nimeänsä. Vaan kun ei
saanut vastausta, hän pyörtyneenä hervahti Matin rikkoutuneen rinnan yli.",,,,,,,,,
louhi10061898 ,https://digi.kansalliskirjasto.fi/sanomalehti/binding/531053?term=w%C3%A4kikiwen&page=2,,1898-06-10,2025-12-13,"Muu wäki nukkui jo Kiwelän suuressa pirtissä, mutta Ruoti-Aappo walwoi wielä. Loppui sitten tuo mierolaisen iloton elämä, kun hän pääsi hewospojaksi muutamaan isoon taloon ja ja sitten rippikoulun käytyään wakinaiseksi wuosirengiksi. Silloithan oli taas elämä huotettomampaa ja oppi kunnolliseksi työmieheksi. Hänestä kehittyi rotewa ja hartiakas nuorukainen. Wahwimpia hän
oli wäkikiwen nostossa ja painin lyönnissä. Nuo muistot ne saiwat tuon raihnaisen Aapon wielä nytkin innostumaan.",,,,,,,,,
ylavuoksi15081939,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2142250?term=v%C3%A4kikive%C3%A4&page=2,,1939-08-15,2025-12-13,"Enson tehtaitten kymmenennet kesäurheilukilpailut suoritettiin viime lauantaina ja sunnuntaina Enson urheilukentällä. Nämät kisat ovat samalla olleet ikäänkuin perhejuhlia, joihin vanhan suomalaisen tavan mukaan Enson väki on tälle kentällä kokoontunut, kuten muinoin maassamme oli tapana kylänväen, niin vanhojen kuin nuorienkin, aina sunnuntaisin kokoontua kylänraitille kiekkoa lyömään ja väkikiveä nostamaan. Ne ovat samalla antaneet meille sen tunteen, että olemme saman kylän väkeä, yhtä perhettä, Enso-Gutzeitin joukkoa. Me saamme olla ylpeät siitä, että kilpailumme, jotka olivat laadussaan ensimmäiset maassamme, ovat herättäneet huomiota muuallakin ja on niitä meidän esimerkkimme mukaan ryhdytty järjestämään kautta koko maan eri teollisuusseuduille. ",,,,,,,,,
itasavo14081937,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1993348?term=v%C3%A4kikivill%C3%A4&page=3,,1937-08-14,2025-12-13,"Kinnusen viran hoitajaksi määrättiin 1887 Juho Friman, joka oli syntynyt 30/7 1862 ja on nykyisin Viipurin maaseurakunnan kirkkoherrana, viettäen 75-vuotispäiväänsä samoihin aikoihin kuin Savonrantakin. Hän oli Savonrannalla vuoteen 1901, siis 14 vuotta, ollen vain vuotena 1895 muutamia kuukausia poissa, millä ajalla Aleksanteri Vehniäinen, synt. 28/2 1869, nykyinen Vahvialan kirkkoherra, oli v.t. kirkkoherrana. Friman, joka nuoruutensa parhaat vuodet täällä toimi, on jättänyt pysyvän muiston savonrantalaisten mieliin. Pappina hän vakavuudella, mutta samalla ystävällisenä ja usein toverillisena toimitti tehtävänsä. Mutta erikoisesti kiertelevät laajemmaltikin kertomukset hänestä näiltä ajoilta voimamiehenä, joka milloin hevosenkenkiä veti suoraksi, milloin nosteli hevosia ja rekiä tiepuoleen, milloin näytteli punnuksilla ja väkikivillä voimannäytöksiä j.n.e. Savonrannan keski-ijän ja vanhemman polven ihmiset muistavat hyvin hänet. ",,,,,,,,,
laatokka15071909 ,https://digi.kansalliskirjasto.fi/sanomalehti/binding/660546?term=w%C3%A4kikiwen&page=2,,1909-07-15,2025-12-13,"Raja-Karjalan salokylissä, kuulee wielä nytkin harmaahapsisten wanhusten ylpeillen kerskuwan, kuinka heidän suwussaan oli ennen ollut sellainen mies, jota ei yksikään kylän miehistä „wäkikartun"" tai „kissanhännän"" wedossa woittanut. Toiset taas oliwat olleet etewimmät „wäkikiwen"" nostossa, kiekon heitossa, taikka seiwäshypyssä, muutamat painissa, palikan kaadannossa j. n. e.
Ei entiseen aikaan ole nuorille miehille tullut kysymykseenkään juopotteluissa y. m. s. ajan kuluttaminen*), waan jokainen koetti parhaansa mukaan mainitsemissani kilpailuissa aikansa kuluttaa ja itseänsä kunnostaa. Talwisin taas kokoonnuttiin suuressa joukossa johonkin taloon, jossa woimien mittaamisessa, satujen kerronnassa, arwoitusten, sananlaskujen ja Kalewalan laulujen kaikuessa hupaisesti illat kuluiwat.
Näistä esi-isäimme elämäntawoista selwästi näemme, kuinka woimistelu woipi raaimmankin luonteen itsekkäistä intohimoista hillitä. Siis enemmän woimistelua ja urheilua nuorisollemme!
Onhan ruumiimme ja henkemme kehittäminen yksi korkeimpia elämän ihanteita, joiden edestä kannattaa jokaisen työtä tehdä.",,,,,,,,,
kakisalmensanomat11081934,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1737565?term=V%C3%A4kikiven&page=5,,1934-08-11,2025-12-13,"KORPELAN PEKKA JUTTELEE MUKAVIA MENNEILTÄ URHEILUVUOSILTA.
»KÄKISALMEN SANOMAT» tietäessään, että liikemies Pekka Komonen (Korpela) Käkisalmen Tenkalahdesta tietää yhtä ia toista mukavaa Käkisalmen Ja ympäristön vanhoista urheiluoloista, ja että liikemies Komosella on taito' esittää asiat kultaisen huumorin valossa, haastatteli eilen m.m. häntä. Puoli vuosisataa sitten ei urheilusta tiedetty mitään. Kaikki urheiluun viittaava oli voimailua. Ensimmäiset varsinaiset urheilukilpailut Käkisalmessa pidettiin kaupungin 600- vuotisjuhlien yhteydessä kesäkuun 28 p : nä 1894 Vanhalla linnalla. Sitä ennen kuitenkin oli paikkakunnalla elänyt voimamiehiä sellaisia kuin Vuohensalossa Juho Vuohelainen ja Tenkalahdessa Juho Komonen, allekirjoittaneen isän isä. Viimemainittu painoi noin 7 puntaa, risti silmänsä 3 puudan punnuksella ja heitti sen sitten kellarin kat-olle, kantoi 308 kiloa selässään ja oli muutenkin sellainen pehu, ettei häneen niin paljon miehiä kiinni mahtunut, että hänelle mitään olisivat mahtaneet. Vuohensalossa hän kerran kantoi vhdellä kertaa neljä miestä jyrkästä hiekkatöyräästä ylös ja isojaon aikana nosti Ostamolla maasta n.s. Väkikiven ja heitti aidan yli, sen sijaan kun viimemainittua kiveä kukaan mue ei ollut käsivoimin saanut edes liikkumaan.",,,,,,,,,
